date,city,oil_company,fuel_type,retail_price_inr_per_litre,source
2018-11-05,Bengaluru,IndianOil,Petrol,75.02,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-06,Bengaluru,HP,Diesel,65.57,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-06,Bengaluru,HP,Petrol,75.17,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-06,Bengaluru,IndianOil,Diesel,65.34,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-06,Bengaluru,IndianOil,Petrol,75.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-07,Bengaluru,HP,Diesel,65.78,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-07,Bengaluru,HP,Petrol,75.18,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-07,Bengaluru,IndianOil,Diesel,65.56,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-07,Bengaluru,IndianOil,Petrol,75.04,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-08,Bengaluru,HP,Diesel,65.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-08,Bengaluru,HP,Petrol,75.23,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-08,Bengaluru,IndianOil,Diesel,65.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-08,Bengaluru,IndianOil,Petrol,75.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-09,Bengaluru,HP,Diesel,65.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-09,Bengaluru,HP,Petrol,75.21,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-09,Bengaluru,IndianOil,Diesel,65.54,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-09,Bengaluru,IndianOil,Petrol,74.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-10,Bengaluru,HP,Diesel,65.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-10,Bengaluru,HP,Petrol,75.04,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-10,Bengaluru,IndianOil,Diesel,65.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-10,Bengaluru,IndianOil,Petrol,74.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-11,Bengaluru,HP,Diesel,65.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-11,Bengaluru,HP,Petrol,75.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-11,Bengaluru,IndianOil,Diesel,65.52,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-11,Bengaluru,IndianOil,Petrol,74.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-12,Bengaluru,HP,Diesel,65.51,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-12,Bengaluru,HP,Petrol,75.21,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-12,Bengaluru,IndianOil,Diesel,65.34,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-12,Bengaluru,IndianOil,Petrol,74.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-13,Bengaluru,HP,Diesel,65.71,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-13,Bengaluru,HP,Petrol,75.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-13,Bengaluru,IndianOil,Diesel,65.51,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-13,Bengaluru,IndianOil,Petrol,75.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-14,Bengaluru,HP,Diesel,65.4,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-14,Bengaluru,HP,Petrol,75.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-14,Bengaluru,IndianOil,Diesel,65.3,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-14,Bengaluru,IndianOil,Petrol,74.98,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-15,Bengaluru,HP,Diesel,65.65,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-15,Bengaluru,HP,Petrol,75.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-15,Bengaluru,IndianOil,Diesel,65.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-15,Bengaluru,IndianOil,Petrol,74.92,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-16,Bengaluru,HP,Diesel,65.37,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-16,Bengaluru,HP,Petrol,74.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-16,Bengaluru,IndianOil,Diesel,65.16,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-16,Bengaluru,IndianOil,Petrol,74.85,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-17,Bengaluru,HP,Diesel,65.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-17,Bengaluru,HP,Petrol,75.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-17,Bengaluru,IndianOil,Diesel,65.52,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-17,Bengaluru,IndianOil,Petrol,74.89,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-18,Bengaluru,HP,Diesel,65.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-18,Bengaluru,HP,Petrol,75.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-18,Bengaluru,IndianOil,Diesel,65.19,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-18,Bengaluru,IndianOil,Petrol,74.86,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-19,Bengaluru,HP,Diesel,65.53,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-19,Bengaluru,HP,Petrol,75.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-19,Bengaluru,IndianOil,Diesel,65.38,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-19,Bengaluru,IndianOil,Petrol,74.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-20,Bengaluru,HP,Diesel,65.78,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-20,Bengaluru,HP,Petrol,75.15,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-20,Bengaluru,IndianOil,Diesel,65.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-20,Bengaluru,IndianOil,Petrol,74.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-21,Bengaluru,HP,Diesel,65.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-21,Bengaluru,HP,Petrol,75.16,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-21,Bengaluru,IndianOil,Diesel,65.18,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-21,Bengaluru,IndianOil,Petrol,74.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-22,Bengaluru,HP,Diesel,65.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-22,Bengaluru,HP,Petrol,75.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-22,Bengaluru,IndianOil,Diesel,65.77,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-22,Bengaluru,IndianOil,Petrol,74.82,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-23,Bengaluru,HP,Diesel,65.62,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-23,Bengaluru,HP,Petrol,75.07,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-23,Bengaluru,IndianOil,Diesel,65.46,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-23,Bengaluru,IndianOil,Petrol,74.95,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-24,Bengaluru,HP,Diesel,65.68,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-24,Bengaluru,HP,Petrol,74.99,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-24,Bengaluru,IndianOil,Diesel,65.49,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-24,Bengaluru,IndianOil,Petrol,74.87,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-25,Bengaluru,HP,Diesel,65.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-25,Bengaluru,HP,Petrol,75.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-25,Bengaluru,IndianOil,Diesel,65.36,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-25,Bengaluru,IndianOil,Petrol,74.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-26,Bengaluru,HP,Diesel,65.37,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-26,Bengaluru,HP,Petrol,75.11,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-26,Bengaluru,IndianOil,Diesel,65.18,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-26,Bengaluru,IndianOil,Petrol,74.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-27,Bengaluru,HP,Diesel,65.47,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-27,Bengaluru,HP,Petrol,75.19,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-27,Bengaluru,IndianOil,Diesel,65.26,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-27,Bengaluru,IndianOil,Petrol,74.99,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-28,Bengaluru,HP,Diesel,65.57,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-28,Bengaluru,HP,Petrol,75.19,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-28,Bengaluru,IndianOil,Diesel,65.42,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-28,Bengaluru,IndianOil,Petrol,75.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-29,Bengaluru,HP,Diesel,65.7,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-29,Bengaluru,HP,Petrol,75.18,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-29,Bengaluru,IndianOil,Diesel,65.53,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-29,Bengaluru,IndianOil,Petrol,75.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-30,Bengaluru,HP,Diesel,65.82,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-30,Bengaluru,HP,Petrol,75.27,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-30,Bengaluru,IndianOil,Diesel,65.62,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-11-30,Bengaluru,IndianOil,Petrol,75.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-01,Bengaluru,HP,Diesel,65.5,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-01,Bengaluru,HP,Petrol,75.11,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-01,Bengaluru,IndianOil,Diesel,65.35,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-01,Bengaluru,IndianOil,Petrol,74.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-02,Bengaluru,HP,Diesel,65.5,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-02,Bengaluru,HP,Petrol,75.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-02,Bengaluru,IndianOil,Diesel,65.35,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-02,Bengaluru,IndianOil,Petrol,74.95,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-03,Bengaluru,HP,Diesel,66.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-03,Bengaluru,HP,Petrol,75.15,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-03,Bengaluru,IndianOil,Diesel,65.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-03,Bengaluru,IndianOil,Petrol,74.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-04,Bengaluru,HP,Diesel,65.52,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-04,Bengaluru,HP,Petrol,75.15,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-04,Bengaluru,IndianOil,Diesel,65.31,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-04,Bengaluru,IndianOil,Petrol,74.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-05,Bengaluru,HP,Diesel,65.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-05,Bengaluru,HP,Petrol,75.08,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-05,Bengaluru,IndianOil,Diesel,65.11,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-05,Bengaluru,IndianOil,Petrol,74.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-06,Bengaluru,HP,Diesel,65.56,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-06,Bengaluru,HP,Petrol,75.08,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-06,Bengaluru,IndianOil,Diesel,65.43,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-06,Bengaluru,IndianOil,Petrol,74.92,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-07,Bengaluru,HP,Diesel,65.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-07,Bengaluru,HP,Petrol,75.09,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-07,Bengaluru,IndianOil,Diesel,65.38,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-07,Bengaluru,IndianOil,Petrol,74.85,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-08,Bengaluru,HP,Diesel,65.58,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-08,Bengaluru,HP,Petrol,75.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-08,Bengaluru,IndianOil,Diesel,65.43,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-08,Bengaluru,IndianOil,Petrol,74.88,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-09,Bengaluru,HP,Diesel,65.41,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-09,Bengaluru,HP,Petrol,75.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-09,Bengaluru,IndianOil,Diesel,65.28,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-09,Bengaluru,IndianOil,Petrol,74.87,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-10,Bengaluru,HP,Diesel,65.55,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-10,Bengaluru,HP,Petrol,75.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-10,Bengaluru,IndianOil,Diesel,65.35,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-10,Bengaluru,IndianOil,Petrol,74.88,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-11,Bengaluru,HP,Diesel,65.78,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-11,Bengaluru,HP,Petrol,75.08,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-11,Bengaluru,IndianOil,Diesel,65.56,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-11,Bengaluru,IndianOil,Petrol,74.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-12,Bengaluru,HP,Diesel,65.71,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-12,Bengaluru,HP,Petrol,75.02,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-12,Bengaluru,IndianOil,Diesel,65.53,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-12,Bengaluru,IndianOil,Petrol,74.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-13,Bengaluru,HP,Diesel,65.3,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-13,Bengaluru,HP,Petrol,75.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-13,Bengaluru,IndianOil,Diesel,65.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-13,Bengaluru,IndianOil,Petrol,74.85,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-14,Bengaluru,HP,Diesel,65.31,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-14,Bengaluru,HP,Petrol,74.98,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-14,Bengaluru,IndianOil,Diesel,65.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-14,Bengaluru,IndianOil,Petrol,74.82,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-15,Bengaluru,HP,Diesel,65.38,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-15,Bengaluru,HP,Petrol,75.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-15,Bengaluru,IndianOil,Diesel,65.25,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-15,Bengaluru,IndianOil,Petrol,74.79,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-16,Bengaluru,HP,Diesel,65.49,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-16,Bengaluru,HP,Petrol,74.89,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-16,Bengaluru,IndianOil,Diesel,65.29,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-16,Bengaluru,IndianOil,Petrol,74.75,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-17,Bengaluru,HP,Diesel,65.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-17,Bengaluru,HP,Petrol,74.87,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-17,Bengaluru,IndianOil,Diesel,65.22,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-17,Bengaluru,IndianOil,Petrol,74.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-18,Bengaluru,HP,Diesel,65.66,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-18,Bengaluru,HP,Petrol,74.85,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-18,Bengaluru,IndianOil,Diesel,65.37,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-18,Bengaluru,IndianOil,Petrol,74.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-19,Bengaluru,HP,Diesel,65.21,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-19,Bengaluru,HP,Petrol,74.98,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-19,Bengaluru,IndianOil,Diesel,65.02,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-19,Bengaluru,IndianOil,Petrol,74.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-20,Bengaluru,HP,Diesel,65.55,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-20,Bengaluru,HP,Petrol,75.06,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-20,Bengaluru,IndianOil,Diesel,65.37,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-20,Bengaluru,IndianOil,Petrol,74.89,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-21,Bengaluru,HP,Diesel,65.62,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-21,Bengaluru,HP,Petrol,75.03,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-21,Bengaluru,IndianOil,Diesel,65.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-21,Bengaluru,IndianOil,Petrol,74.88,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-22,Bengaluru,HP,Diesel,65.51,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-22,Bengaluru,HP,Petrol,75.13,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-22,Bengaluru,IndianOil,Diesel,65.4,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-22,Bengaluru,IndianOil,Petrol,74.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-23,Bengaluru,HP,Diesel,65.74,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-23,Bengaluru,HP,Petrol,75.11,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-23,Bengaluru,IndianOil,Diesel,65.6,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-23,Bengaluru,IndianOil,Petrol,74.83,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-24,Bengaluru,HP,Diesel,65.83,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-24,Bengaluru,HP,Petrol,75.14,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-24,Bengaluru,IndianOil,Diesel,65.63,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-24,Bengaluru,IndianOil,Petrol,74.95,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-25,Bengaluru,HP,Diesel,65.84,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-25,Bengaluru,HP,Petrol,75.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-25,Bengaluru,IndianOil,Diesel,65.66,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-25,Bengaluru,IndianOil,Petrol,74.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-26,Bengaluru,HP,Diesel,65.36,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-26,Bengaluru,HP,Petrol,75.1,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-26,Bengaluru,IndianOil,Diesel,65.18,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-26,Bengaluru,IndianOil,Petrol,74.89,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-27,Bengaluru,HP,Diesel,65.48,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-27,Bengaluru,HP,Petrol,75.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-27,Bengaluru,IndianOil,Diesel,65.3,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-27,Bengaluru,IndianOil,Petrol,74.9,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-28,Bengaluru,HP,Diesel,65.69,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-28,Bengaluru,HP,Petrol,75.12,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-28,Bengaluru,IndianOil,Diesel,65.52,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-28,Bengaluru,IndianOil,Petrol,74.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-29,Bengaluru,HP,Diesel,65.68,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-29,Bengaluru,HP,Petrol,75.22,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-29,Bengaluru,IndianOil,Diesel,65.47,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-29,Bengaluru,IndianOil,Petrol,75.02,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-30,Bengaluru,HP,Diesel,65.93,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-30,Bengaluru,HP,Petrol,75.13,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-30,Bengaluru,IndianOil,Diesel,65.77,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-30,Bengaluru,IndianOil,Petrol,74.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-31,Bengaluru,HP,Diesel,66.04,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-31,Bengaluru,HP,Petrol,75.24,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-31,Bengaluru,IndianOil,Diesel,65.83,PPAC open data portal (Petroleum Planning & Analysis Cell)
2018-12-31,Bengaluru,IndianOil,Petrol,74.97,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-01,Bengaluru,HP,Diesel,65.57,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-01,Bengaluru,HP,Petrol,75.23,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-01,Bengaluru,IndianOil,Diesel,65.41,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-01,Bengaluru,IndianOil,Petrol,75.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-02,Bengaluru,HP,Diesel,65.48,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-02,Bengaluru,HP,Petrol,75.25,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-02,Bengaluru,IndianOil,Diesel,65.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-02,Bengaluru,IndianOil,Petrol,75.05,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-03,Bengaluru,HP,Diesel,65.96,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-03,Bengaluru,HP,Petrol,75.28,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-03,Bengaluru,IndianOil,Diesel,65.77,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-03,Bengaluru,IndianOil,Petrol,75.1,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-04,Bengaluru,HP,Diesel,65.94,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-04,Bengaluru,HP,Petrol,75.33,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-04,Bengaluru,IndianOil,Diesel,65.75,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-04,Bengaluru,IndianOil,Petrol,75.11,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-05,Bengaluru,HP,Diesel,65.82,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-05,Bengaluru,HP,Petrol,75.32,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-05,Bengaluru,IndianOil,Diesel,65.62,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-05,Bengaluru,IndianOil,Petrol,75.1,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-06,Bengaluru,HP,Diesel,66.0,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-06,Bengaluru,HP,Petrol,75.32,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-06,Bengaluru,IndianOil,Diesel,65.86,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-06,Bengaluru,IndianOil,Petrol,75.1,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-07,Bengaluru,HP,Diesel,65.91,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-07,Bengaluru,HP,Petrol,75.32,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-07,Bengaluru,IndianOil,Diesel,65.72,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-07,Bengaluru,IndianOil,Petrol,75.18,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-08,Bengaluru,HP,Diesel,65.63,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-08,Bengaluru,HP,Petrol,75.35,PPAC open data portal (Petroleum Planning & Analysis Cell)
2019-01-08,Bengaluru,IndianOil,Diesel,65.44,PPAC open data portal (Petroleum Planning & Analysis Cell)
