date,station,rainfall_mm,temp_max_c,temp_min_c,humidity_pct
2019-01-03,Bengaluru City (IMD 43295),0.0,26.1,16.8,42.0
2019-01-04,Bengaluru City (IMD 43295),0.0,25.6,13.4,48.0
2019-01-05,Bengaluru City (IMD 43295),0.0,25.2,14.1,58.0
2019-01-06,Bengaluru City (IMD 43295),0.0,23.4,13.6,54.0
2019-01-07,Bengaluru City (IMD 43295),0.0,24.3,14.1,52.0
2019-01-08,Bengaluru City (IMD 43295),0.0,23.5,13.4,52.0
2019-01-09,Bengaluru City (IMD 43295),0.0,23.3,12.3,50.0
2019-01-10,Bengaluru City (IMD 43295),0.0,24.5,13.4,54.0
2019-01-11,Bengaluru City (IMD 43295),0.0,25.1,14.3,55.0
2019-01-12,Bengaluru City (IMD 43295),0.0,25.4,13.8,53.0
2019-01-13,Bengaluru City (IMD 43295),0.0,26.9,16.4,41.0
2019-01-14,Bengaluru City (IMD 43295),0.0,24.7,14.5,47.0
2019-01-15,Bengaluru City (IMD 43295),0.0,26.4,15.1,51.0
2019-01-16,Bengaluru City (IMD 43295),0.0,24.2,13.7,47.0
2019-01-17,Bengaluru City (IMD 43295),0.0,26.5,16.7,51.0
2019-01-18,Bengaluru City (IMD 43295),0.0,23.0,11.4,51.0
2019-01-19,Bengaluru City (IMD 43295),0.0,24.2,12.8,51.0
2019-01-20,Bengaluru City (IMD 43295),0.0,25.2,14.0,59.0
2019-01-21,Bengaluru City (IMD 43295),0.0,25.0,14.5,56.0
2019-01-22,Bengaluru City (IMD 43295),0.0,24.9,14.5,52.0
2019-01-23,Bengaluru City (IMD 43295),0.0,23.3,12.3,51.0
2019-01-24,Bengaluru City (IMD 43295),1.8,25.1,15.5,58.0
2019-01-25,Bengaluru City (IMD 43295),0.0,26.4,14.4,43.0
2019-01-26,Bengaluru City (IMD 43295),0.0,25.8,14.3,53.0
2019-01-27,Bengaluru City (IMD 43295),0.0,26.3,15.6,56.0
2019-01-28,Bengaluru City (IMD 43295),0.0,25.0,14.6,49.0
2019-01-29,Bengaluru City (IMD 43295),0.0,26.6,16.7,44.0
2019-01-30,Bengaluru City (IMD 43295),0.0,27.0,15.7,48.0
2019-01-31,Bengaluru City (IMD 43295),0.0,23.5,13.0,55.0
2019-02-01,Bengaluru City (IMD 43295),0.0,25.9,14.6,52.0
2019-02-02,Bengaluru City (IMD 43295),0.0,25.1,12.5,46.0
2019-02-03,Bengaluru City (IMD 43295),0.0,25.8,14.5,52.0
2019-02-04,Bengaluru City (IMD 43295),0.0,24.4,12.3,57.0
2019-02-05,Bengaluru City (IMD 43295),0.0,25.1,14.5,50.0
2019-02-06,Bengaluru City (IMD 43295),0.0,25.7,15.6,45.0
2019-02-07,Bengaluru City (IMD 43295),0.0,27.0,15.4,53.0
2019-02-08,Bengaluru City (IMD 43295),0.0,25.8,14.9,57.0
2019-02-09,Bengaluru City (IMD 43295),0.0,25.2,14.6,52.0
2019-02-10,Bengaluru City (IMD 43295),0.0,26.8,16.6,48.0
2019-02-11,Bengaluru City (IMD 43295),0.0,27.7,15.7,58.0
2019-02-12,Bengaluru City (IMD 43295),0.0,26.7,16.5,49.0
2019-02-13,Bengaluru City (IMD 43295),0.0,25.1,14.0,53.0
2019-02-14,Bengaluru City (IMD 43295),0.0,26.2,14.6,58.0
2019-02-15,Bengaluru City (IMD 43295),0.0,26.1,16.1,56.0
2019-02-16,Bengaluru City (IMD 43295),0.0,28.2,16.8,47.0
2019-02-17,Bengaluru City (IMD 43295),0.0,26.2,17.2,51.0
2019-02-18,Bengaluru City (IMD 43295),0.0,27.2,16.6,58.0
2019-02-19,Bengaluru City (IMD 43295),0.0,26.9,17.6,57.0
2019-02-20,Bengaluru City (IMD 43295),0.0,27.1,16.2,48.0
2019-02-21,Bengaluru City (IMD 43295),0.0,29.1,19.4,49.0
2019-02-22,Bengaluru City (IMD 43295),0.0,28.0,16.7,49.0
2019-02-23,Bengaluru City (IMD 43295),0.0,29.6,19.9,51.0
2019-02-24,Bengaluru City (IMD 43295),0.0,26.8,15.9,49.0
2019-02-25,Bengaluru City (IMD 43295),0.0,26.0,15.2,56.0
2019-02-26,Bengaluru City (IMD 43295),0.0,28.0,17.8,53.0
2019-02-27,Bengaluru City (IMD 43295),0.0,27.2,14.5,52.0
2019-02-28,Bengaluru City (IMD 43295),0.0,27.4,15.4,53.0
2019-03-01,Bengaluru City (IMD 43295),0.0,26.7,14.7,47.0
2019-03-02,Bengaluru City (IMD 43295),0.0,27.1,16.3,45.0
2019-03-03,Bengaluru City (IMD 43295),0.0,28.2,17.5,53.0
2019-03-04,Bengaluru City (IMD 43295),0.0,28.8,18.7,54.0
2019-03-05,Bengaluru City (IMD 43295),0.0,29.5,18.6,53.0
2019-03-06,Bengaluru City (IMD 43295),0.0,28.9,19.0,48.0
2019-03-07,Bengaluru City (IMD 43295),0.0,29.4,19.6,46.0
2019-03-08,Bengaluru City (IMD 43295),0.0,28.2,16.7,50.0
2019-03-09,Bengaluru City (IMD 43295),0.0,27.1,17.0,54.0
2019-03-10,Bengaluru City (IMD 43295),0.0,27.5,17.5,57.0
2019-03-11,Bengaluru City (IMD 43295),0.0,27.4,16.6,50.0
2019-03-12,Bengaluru City (IMD 43295),0.0,26.4,16.7,55.0
2019-03-13,Bengaluru City (IMD 43295),0.0,28.4,18.6,51.0
2019-03-14,Bengaluru City (IMD 43295),0.0,28.8,18.7,52.0
2019-03-15,Bengaluru City (IMD 43295),0.0,29.3,20.0,49.0
2019-03-16,Bengaluru City (IMD 43295),18.7,26.6,16.4,64.0
2019-03-17,Bengaluru City (IMD 43295),0.0,29.2,18.2,52.0
2019-03-18,Bengaluru City (IMD 43295),0.0,28.4,18.5,52.0
2019-03-19,Bengaluru City (IMD 43295),0.0,29.4,18.7,53.0
2019-03-20,Bengaluru City (IMD 43295),0.0,28.7,19.2,53.0
2019-03-21,Bengaluru City (IMD 43295),0.0,28.1,17.6,53.0
2019-03-22,Bengaluru City (IMD 43295),0.0,28.6,18.8,47.0
2019-03-23,Bengaluru City (IMD 43295),0.0,29.4,20.7,58.0
2019-03-24,Bengaluru City (IMD 43295),0.0,29.5,21.1,51.0
2019-03-25,Bengaluru City (IMD 43295),0.0,29.7,20.0,54.0
2019-03-26,Bengaluru City (IMD 43295),0.0,29.2,18.3,49.0
2019-03-27,Bengaluru City (IMD 43295),0.0,29.9,20.2,53.0
2019-03-28,Bengaluru City (IMD 43295),0.0,30.9,20.6,58.0
2019-03-29,Bengaluru City (IMD 43295),0.0,28.6,19.7,54.0
2019-03-30,Bengaluru City (IMD 43295),0.0,30.6,22.6,51.0
2019-03-31,Bengaluru City (IMD 43295),0.0,30.1,19.9,53.0
2019-04-01,Bengaluru City (IMD 43295),0.0,30.4,21.6,57.0
2019-04-02,Bengaluru City (IMD 43295),0.0,27.9,19.2,51.0
2019-04-03,Bengaluru City (IMD 43295),0.0,31.4,20.7,56.0
2019-04-04,Bengaluru City (IMD 43295),0.0,30.1,19.9,54.0
2019-04-05,Bengaluru City (IMD 43295),0.0,31.5,20.4,51.0
2019-04-06,Bengaluru City (IMD 43295),0.0,30.8,21.3,48.0
2019-04-07,Bengaluru City (IMD 43295),0.0,30.2,20.0,51.0
2019-04-08,Bengaluru City (IMD 43295),12.1,31.7,20.8,59.0
2019-04-09,Bengaluru City (IMD 43295),0.0,30.6,22.1,52.0
2019-04-10,Bengaluru City (IMD 43295),0.0,29.6,19.9,52.0
2019-04-11,Bengaluru City (IMD 43295),0.0,29.8,20.5,61.0
2019-04-12,Bengaluru City (IMD 43295),0.0,28.4,18.4,54.0
2019-04-13,Bengaluru City (IMD 43295),0.0,33.9,23.9,52.0
2019-04-14,Bengaluru City (IMD 43295),0.0,30.8,20.6,48.0
2019-04-15,Bengaluru City (IMD 43295),0.0,31.0,20.2,58.0
2019-04-16,Bengaluru City (IMD 43295),0.0,30.8,20.8,48.0
2019-04-17,Bengaluru City (IMD 43295),0.0,30.1,20.3,53.0
2019-04-18,Bengaluru City (IMD 43295),0.0,30.8,21.7,48.0
2019-04-19,Bengaluru City (IMD 43295),0.0,29.7,19.3,52.0
2019-04-20,Bengaluru City (IMD 43295),0.0,34.4,23.9,57.0
2019-04-21,Bengaluru City (IMD 43295),0.0,32.8,25.5,52.0
2019-04-22,Bengaluru City (IMD 43295),6.0,32.7,24.7,58.0
2019-04-23,Bengaluru City (IMD 43295),0.0,33.3,22.7,56.0
2019-04-24,Bengaluru City (IMD 43295),0.0,30.5,21.7,56.0
2019-04-25,Bengaluru City (IMD 43295),0.0,31.5,22.9,51.0
2019-04-26,Bengaluru City (IMD 43295),0.0,33.2,24.6,58.0
2019-04-27,Bengaluru City (IMD 43295),0.0,31.8,22.9,47.0
2019-04-28,Bengaluru City (IMD 43295),0.0,33.7,24.6,52.0
2019-04-29,Bengaluru City (IMD 43295),19.2,32.9,24.7,65.0
2019-04-30,Bengaluru City (IMD 43295),9.6,31.4,23.1,59.0
2019-05-01,Bengaluru City (IMD 43295),0.0,34.4,26.4,61.0
2019-05-02,Bengaluru City (IMD 43295),0.0,32.5,22.8,57.0
2019-05-03,Bengaluru City (IMD 43295),13.9,32.4,23.7,68.0
2019-05-04,Bengaluru City (IMD 43295),0.0,32.7,24.0,63.0
2019-05-05,Bengaluru City (IMD 43295),0.0,31.7,24.2,52.0
2019-05-06,Bengaluru City (IMD 43295),0.0,31.4,22.5,63.0
2019-05-07,Bengaluru City (IMD 43295),0.0,29.6,20.1,56.0
2019-05-08,Bengaluru City (IMD 43295),0.0,31.0,22.9,51.0
2019-05-09,Bengaluru City (IMD 43295),24.2,33.1,23.5,
2019-05-10,Bengaluru City (IMD 43295),0.0,33.2,23.9,59.0
2019-05-11,Bengaluru City (IMD 43295),0.0,32.3,24.6,52.0
2019-05-12,Bengaluru City (IMD 43295),0.0,31.5,22.7,58.0
2019-05-13,Bengaluru City (IMD 43295),0.0,29.9,21.9,63.0
2019-05-14,Bengaluru City (IMD 43295),19.3,32.3,23.1,66.0
2019-05-15,Bengaluru City (IMD 43295),0.0,32.4,24.4,66.0
2019-05-16,Bengaluru City (IMD 43295),0.0,31.4,21.8,64.0
2019-05-17,Bengaluru City (IMD 43295),24.5,33.2,23.2,71.0
2019-05-18,Bengaluru City (IMD 43295),0.0,30.8,21.9,60.0
2019-05-19,Bengaluru City (IMD 43295),0.0,32.6,23.7,60.0
2019-05-20,Bengaluru City (IMD 43295),0.0,33.0,23.7,66.0
2019-05-21,Bengaluru City (IMD 43295),0.0,32.8,25.5,62.0
2019-05-22,Bengaluru City (IMD 43295),0.0,31.1,21.7,64.0
2019-05-23,Bengaluru City (IMD 43295),0.0,32.3,22.9,61.0
2019-05-24,Bengaluru City (IMD 43295),5.1,31.3,22.8,76.0
2019-05-25,Bengaluru City (IMD 43295),6.5,31.4,23.9,79.0
2019-05-26,Bengaluru City (IMD 43295),0.0,32.4,23.5,71.0
2019-05-27,Bengaluru City (IMD 43295),13.6,33.2,23.9,78.0
2019-05-28,Bengaluru City (IMD 43295),0.0,29.6,21.6,57.0
2019-05-29,Bengaluru City (IMD 43295),0.0,34.9,27.0,63.0
2019-05-30,Bengaluru City (IMD 43295),0.0,32.4,25.1,73.0
2019-05-31,Bengaluru City (IMD 43295),0.0,31.3,23.9,67.0
2019-06-01,Bengaluru City (IMD 43295),11.3,33.8,25.4,82.0
2019-06-02,Bengaluru City (IMD 43295),0.0,34.4,27.6,69.0
2019-06-03,Bengaluru City (IMD 43295),0.0,33.4,25.3,72.0
2019-06-04,Bengaluru City (IMD 43295),16.2,30.3,22.2,
2019-06-05,Bengaluru City (IMD 43295),2.0,31.5,24.1,76.0
2019-06-06,Bengaluru City (IMD 43295),0.0,32.2,24.2,79.0
2019-06-07,Bengaluru City (IMD 43295),0.0,31.0,24.2,65.0
2019-06-08,Bengaluru City (IMD 43295),0.0,32.7,25.3,69.0
2019-06-09,Bengaluru City (IMD 43295),0.0,32.4,24.9,73.0
2019-06-10,Bengaluru City (IMD 43295),0.0,31.4,23.2,76.0
2019-06-11,Bengaluru City (IMD 43295),26.0,34.5,26.6,79.0
2019-06-12,Bengaluru City (IMD 43295),0.0,32.3,26.0,65.0
2019-06-13,Bengaluru City (IMD 43295),0.0,32.2,23.9,74.0
2019-06-14,Bengaluru City (IMD 43295),6.9,33.8,25.9,80.0
2019-06-15,Bengaluru City (IMD 43295),15.9,33.1,25.9,84.0
2019-06-16,Bengaluru City (IMD 43295),0.0,30.5,22.3,70.0
2019-06-17,Bengaluru City (IMD 43295),8.2,32.9,25.8,83.0
2019-06-18,Bengaluru City (IMD 43295),4.5,31.5,22.9,81.0
2019-06-19,Bengaluru City (IMD 43295),0.0,30.6,24.3,68.0
2019-06-20,Bengaluru City (IMD 43295),4.8,31.4,24.6,85.0
2019-06-21,Bengaluru City (IMD 43295),1.0,31.0,22.0,83.0
2019-06-22,Bengaluru City (IMD 43295),0.0,31.6,24.5,70.0
2019-06-23,Bengaluru City (IMD 43295),20.1,29.7,21.4,83.0
2019-06-24,Bengaluru City (IMD 43295),0.0,31.7,23.8,70.0
2019-06-25,Bengaluru City (IMD 43295),23.2,29.3,22.4,85.0
2019-06-26,Bengaluru City (IMD 43295),0.0,30.1,22.1,78.0
2019-06-27,Bengaluru City (IMD 43295),0.6,30.4,22.8,79.0
2019-06-28,Bengaluru City (IMD 43295),0.0,29.9,23.7,78.0
2019-06-29,Bengaluru City (IMD 43295),0.0,30.6,24.3,83.0
2019-06-30,Bengaluru City (IMD 43295),0.0,31.6,24.3,83.0
2019-07-01,Bengaluru City (IMD 43295),0.0,31.4,24.0,86.0
2019-07-02,Bengaluru City (IMD 43295),0.0,32.1,23.5,79.0
2019-07-03,Bengaluru City (IMD 43295),7.6,29.8,23.8,95.0
2019-07-04,Bengaluru City (IMD 43295),0.0,29.3,22.9,79.0
2019-07-05,Bengaluru City (IMD 43295),15.7,31.7,23.7,91.0
2019-07-06,Bengaluru City (IMD 43295),0.0,29.4,21.8,77.0
2019-07-07,Bengaluru City (IMD 43295),0.0,29.6,21.6,88.0
2019-07-08,Bengaluru City (IMD 43295),0.0,31.1,24.7,82.0
2019-07-09,Bengaluru City (IMD 43295),0.0,30.0,23.1,86.0
2019-07-10,Bengaluru City (IMD 43295),13.4,32.3,26.0,92.0
2019-07-11,Bengaluru City (IMD 43295),0.0,29.1,23.6,79.0
2019-07-12,Bengaluru City (IMD 43295),6.4,30.2,23.5,82.0
2019-07-13,Bengaluru City (IMD 43295),5.9,30.9,23.3,90.0
2019-07-14,Bengaluru City (IMD 43295),6.2,28.8,21.4,92.0
2019-07-15,Bengaluru City (IMD 43295),0.0,30.9,23.9,81.0
2019-07-16,Bengaluru City (IMD 43295),12.5,31.4,25.5,91.0
2019-07-17,Bengaluru City (IMD 43295),0.0,31.5,24.7,77.0
2019-07-18,Bengaluru City (IMD 43295),0.0,28.7,21.3,73.0
2019-07-19,Bengaluru City (IMD 43295),10.3,28.9,24.2,96.0
2019-07-20,Bengaluru City (IMD 43295),7.8,31.1,24.8,94.0
2019-07-21,Bengaluru City (IMD 43295),0.0,28.8,22.5,80.0
2019-07-22,Bengaluru City (IMD 43295),0.0,30.0,23.4,78.0
2019-07-23,Bengaluru City (IMD 43295),17.2,32.1,25.3,92.0
2019-07-24,Bengaluru City (IMD 43295),0.0,31.4,24.2,79.0
2019-07-25,Bengaluru City (IMD 43295),3.3,27.4,20.7,88.0
2019-07-26,Bengaluru City (IMD 43295),16.3,28.8,19.8,92.0
2019-07-27,Bengaluru City (IMD 43295),7.8,31.3,24.4,86.0
2019-07-28,Bengaluru City (IMD 43295),0.0,30.1,23.9,81.0
2019-07-29,Bengaluru City (IMD 43295),7.8,30.8,24.2,88.0
2019-07-30,Bengaluru City (IMD 43295),5.3,30.5,22.7,83.0
2019-07-31,Bengaluru City (IMD 43295),3.0,32.2,26.3,86.0
2019-08-01,Bengaluru City (IMD 43295),20.0,29.6,23.9,87.0
2019-08-02,Bengaluru City (IMD 43295),11.7,29.1,23.1,84.0
2019-08-03,Bengaluru City (IMD 43295),0.0,28.8,22.0,78.0
2019-08-04,Bengaluru City (IMD 43295),23.5,29.3,21.4,85.0
2019-08-05,Bengaluru City (IMD 43295),14.0,30.3,24.5,86.0
2019-08-06,Bengaluru City (IMD 43295),0.0,29.7,23.6,78.0
2019-08-07,Bengaluru City (IMD 43295),16.0,31.5,25.0,86.0
2019-08-08,Bengaluru City (IMD 43295),0.0,27.8,21.0,71.0
2019-08-09,Bengaluru City (IMD 43295),10.3,31.4,25.1,81.0
2019-08-10,Bengaluru City (IMD 43295),0.0,28.5,20.6,80.0
2019-08-11,Bengaluru City (IMD 43295),29.2,29.4,21.7,79.0
2019-08-12,Bengaluru City (IMD 43295),0.0,29.8,23.2,75.0
2019-08-13,Bengaluru City (IMD 43295),0.0,30.4,22.6,76.0
2019-08-14,Bengaluru City (IMD 43295),0.0,31.2,23.6,77.0
2019-08-15,Bengaluru City (IMD 43295),0.0,29.3,21.2,76.0
2019-08-16,Bengaluru City (IMD 43295),0.0,30.3,22.3,76.0
2019-08-17,Bengaluru City (IMD 43295),0.0,29.4,22.7,72.0
2019-08-18,Bengaluru City (IMD 43295),9.7,29.6,22.3,82.0
2019-08-19,Bengaluru City (IMD 43295),19.8,30.1,22.5,80.0
2019-08-20,Bengaluru City (IMD 43295),0.0,28.4,20.7,67.0
2019-08-21,Bengaluru City (IMD 43295),14.1,30.8,24.5,83.0
2019-08-22,Bengaluru City (IMD 43295),0.0,30.6,23.9,77.0
2019-08-23,Bengaluru City (IMD 43295),6.2,30.9,24.2,88.0
2019-08-24,Bengaluru City (IMD 43295),0.0,30.0,21.5,70.0
2019-08-25,Bengaluru City (IMD 43295),8.2,30.1,22.6,75.0
2019-08-26,Bengaluru City (IMD 43295),0.0,29.8,24.4,79.0
2019-08-27,Bengaluru City (IMD 43295),31.0,28.7,21.1,81.0
2019-08-28,Bengaluru City (IMD 43295),0.0,28.3,22.7,66.0
2019-08-29,Bengaluru City (IMD 43295),0.0,31.7,24.8,68.0
2019-08-30,Bengaluru City (IMD 43295),10.8,28.5,20.4,75.0
2019-08-31,Bengaluru City (IMD 43295),0.0,26.7,19.5,70.0
2019-09-01,Bengaluru City (IMD 43295),0.0,28.1,20.7,75.0
2019-09-02,Bengaluru City (IMD 43295),5.0,26.6,20.3,73.0
2019-09-03,Bengaluru City (IMD 43295),0.0,30.6,22.7,65.0
2019-09-04,Bengaluru City (IMD 43295),0.0,26.9,18.5,64.0
2019-09-05,Bengaluru City (IMD 43295),15.5,29.3,20.5,78.0
2019-09-06,Bengaluru City (IMD 43295),0.0,28.1,21.0,
2019-09-07,Bengaluru City (IMD 43295),0.0,28.6,21.7,60.0
2019-09-08,Bengaluru City (IMD 43295),12.6,28.6,21.6,75.0
2019-09-09,Bengaluru City (IMD 43295),8.2,25.3,18.8,71.0
2019-09-10,Bengaluru City (IMD 43295),0.0,29.5,21.9,70.0
2019-09-11,Bengaluru City (IMD 43295),1.9,26.7,19.9,75.0
2019-09-12,Bengaluru City (IMD 43295),25.4,30.4,22.2,67.0
2019-09-13,Bengaluru City (IMD 43295),18.3,27.0,20.1,70.0
2019-09-14,Bengaluru City (IMD 43295),0.0,27.8,19.6,65.0
2019-09-15,Bengaluru City (IMD 43295),0.0,27.5,19.8,74.0
2019-09-16,Bengaluru City (IMD 43295),44.6,28.8,21.2,84.0
2019-09-17,Bengaluru City (IMD 43295),0.0,28.6,20.8,61.0
2019-09-18,Bengaluru City (IMD 43295),17.0,28.7,21.9,71.0
2019-09-19,Bengaluru City (IMD 43295),0.0,28.0,21.2,70.0
2019-09-20,Bengaluru City (IMD 43295),0.0,27.9,20.4,67.0
2019-09-21,Bengaluru City (IMD 43295),1.2,25.5,18.6,76.0
2019-09-22,Bengaluru City (IMD 43295),3.2,26.7,19.2,70.0
2019-09-23,Bengaluru City (IMD 43295),6.8,29.1,21.4,80.0
2019-09-24,Bengaluru City (IMD 43295),0.0,29.1,21.2,66.0
2019-09-25,Bengaluru City (IMD 43295),0.0,28.0,20.7,65.0
2019-09-26,Bengaluru City (IMD 43295),0.0,26.7,19.9,66.0
2019-09-27,Bengaluru City (IMD 43295),0.0,27.8,19.0,72.0
2019-09-28,Bengaluru City (IMD 43295),13.4,28.8,21.3,77.0
2019-09-29,Bengaluru City (IMD 43295),0.0,28.7,20.9,78.0
2019-09-30,Bengaluru City (IMD 43295),0.0,26.7,20.4,76.0
2019-10-01,Bengaluru City (IMD 43295),0.0,25.7,17.1,70.0
2019-10-02,Bengaluru City (IMD 43295),0.0,27.3,19.2,72.0
2019-10-03,Bengaluru City (IMD 43295),6.9,26.3,19.6,79.0
2019-10-04,Bengaluru City (IMD 43295),0.0,25.4,16.5,75.0
2019-10-05,Bengaluru City (IMD 43295),0.0,25.2,16.4,71.0
2019-10-06,Bengaluru City (IMD 43295),0.0,28.8,21.9,79.0
2019-10-07,Bengaluru City (IMD 43295),6.1,26.0,18.5,82.0
2019-10-08,Bengaluru City (IMD 43295),0.0,27.2,19.1,85.0
2019-10-09,Bengaluru City (IMD 43295),0.0,24.3,16.9,70.0
2019-10-10,Bengaluru City (IMD 43295),0.0,29.7,21.9,84.0
2019-10-11,Bengaluru City (IMD 43295),12.5,24.7,17.3,82.0
2019-10-12,Bengaluru City (IMD 43295),13.8,26.0,16.6,84.0
2019-10-13,Bengaluru City (IMD 43295),0.0,26.1,17.7,78.0
2019-10-14,Bengaluru City (IMD 43295),0.0,24.9,16.6,81.0
2019-10-15,Bengaluru City (IMD 43295),0.0,22.7,12.4,77.0
2019-10-16,Bengaluru City (IMD 43295),0.0,25.2,17.3,73.0
2019-10-17,Bengaluru City (IMD 43295),0.0,26.2,16.5,82.0
2019-10-18,Bengaluru City (IMD 43295),14.4,23.1,14.1,87.0
2019-10-19,Bengaluru City (IMD 43295),16.8,24.4,15.6,87.0
2019-10-20,Bengaluru City (IMD 43295),10.3,24.9,15.0,85.0
2019-10-21,Bengaluru City (IMD 43295),8.5,24.2,15.2,87.0
2019-10-22,Bengaluru City (IMD 43295),16.8,24.8,16.2,89.0
2019-10-23,Bengaluru City (IMD 43295),0.0,25.8,16.2,77.0
2019-10-24,Bengaluru City (IMD 43295),19.5,24.7,15.6,80.0
2019-10-25,Bengaluru City (IMD 43295),0.0,23.7,15.4,79.0
2019-10-26,Bengaluru City (IMD 43295),25.1,24.2,15.3,86.0
2019-10-27,Bengaluru City (IMD 43295),0.0,25.6,16.2,75.0
2019-10-28,Bengaluru City (IMD 43295),0.0,23.8,15.5,76.0
2019-10-29,Bengaluru City (IMD 43295),3.5,24.1,15.4,92.0
2019-10-30,Bengaluru City (IMD 43295),6.0,23.6,14.5,76.0
2019-10-31,Bengaluru City (IMD 43295),0.0,24.4,15.1,75.0
2019-11-01,Bengaluru City (IMD 43295),0.0,24.7,16.4,71.0
2019-11-02,Bengaluru City (IMD 43295),7.8,22.5,14.5,79.0
2019-11-03,Bengaluru City (IMD 43295),0.0,23.8,14.6,69.0
2019-11-04,Bengaluru City (IMD 43295),3.5,24.7,16.3,85.0
2019-11-05,Bengaluru City (IMD 43295),0.0,22.5,12.6,69.0
2019-11-06,Bengaluru City (IMD 43295),18.2,24.0,15.3,82.0
2019-11-07,Bengaluru City (IMD 43295),16.2,23.4,14.6,79.0
2019-11-08,Bengaluru City (IMD 43295),7.7,23.3,13.6,83.0
2019-11-09,Bengaluru City (IMD 43295),0.0,23.8,13.9,74.0
2019-11-10,Bengaluru City (IMD 43295),0.0,23.0,12.7,62.0
2019-11-11,Bengaluru City (IMD 43295),0.0,25.6,15.8,71.0
2019-11-12,Bengaluru City (IMD 43295),2.7,23.9,15.0,72.0
2019-11-13,Bengaluru City (IMD 43295),0.0,24.1,15.4,69.0
2019-11-14,Bengaluru City (IMD 43295),0.0,23.8,15.5,69.0
2019-11-15,Bengaluru City (IMD 43295),0.0,25.9,17.8,69.0
2019-11-16,Bengaluru City (IMD 43295),0.0,23.3,13.6,71.0
2019-11-17,Bengaluru City (IMD 43295),0.0,25.3,17.4,63.0
2019-11-18,Bengaluru City (IMD 43295),0.0,23.3,13.4,63.0
2019-11-19,Bengaluru City (IMD 43295),0.0,24.0,13.2,66.0
2019-11-20,Bengaluru City (IMD 43295),0.0,23.2,13.3,66.0
2019-11-21,Bengaluru City (IMD 43295),0.0,24.6,15.3,56.0
2019-11-22,Bengaluru City (IMD 43295),0.0,25.6,15.2,64.0
2019-11-23,Bengaluru City (IMD 43295),0.0,24.4,16.4,61.0
2019-11-24,Bengaluru City (IMD 43295),0.0,24.5,15.0,64.0
2019-11-25,Bengaluru City (IMD 43295),0.0,24.0,13.0,66.0
2019-11-26,Bengaluru City (IMD 43295),0.0,24.9,15.0,58.0
2019-11-27,Bengaluru City (IMD 43295),0.0,24.3,14.3,59.0
2019-11-28,Bengaluru City (IMD 43295),6.1,22.0,11.8,65.0
2019-11-29,Bengaluru City (IMD 43295),0.0,23.3,12.9,59.0
2019-11-30,Bengaluru City (IMD 43295),0.0,25.0,14.6,57.0
2019-12-01,Bengaluru City (IMD 43295),0.0,23.2,12.9,60.0
2019-12-02,Bengaluru City (IMD 43295),0.0,24.2,13.5,59.0
2019-12-03,Bengaluru City (IMD 43295),0.0,25.0,15.6,54.0
2019-12-04,Bengaluru City (IMD 43295),0.0,23.2,13.9,52.0
2019-12-05,Bengaluru City (IMD 43295),0.0,22.6,12.0,52.0
2019-12-06,Bengaluru City (IMD 43295),0.0,23.2,13.0,56.0
2019-12-07,Bengaluru City (IMD 43295),0.0,24.7,16.3,53.0
2019-12-08,Bengaluru City (IMD 43295),0.0,24.2,12.8,60.0
2019-12-09,Bengaluru City (IMD 43295),15.7,24.8,14.6,63.0
2019-12-10,Bengaluru City (IMD 43295),0.0,24.5,14.3,55.0
2019-12-11,Bengaluru City (IMD 43295),0.0,24.1,13.7,47.0
2019-12-12,Bengaluru City (IMD 43295),0.0,25.7,16.1,49.0
2019-12-13,Bengaluru City (IMD 43295),0.0,23.9,14.4,
2019-12-14,Bengaluru City (IMD 43295),0.0,24.2,14.9,53.0
2019-12-15,Bengaluru City (IMD 43295),0.0,24.5,14.6,58.0
2019-12-16,Bengaluru City (IMD 43295),0.0,25.1,13.8,50.0
2019-12-17,Bengaluru City (IMD 43295),0.0,24.6,13.8,53.0
2019-12-18,Bengaluru City (IMD 43295),0.0,24.9,13.9,51.0
2019-12-19,Bengaluru City (IMD 43295),0.0,25.1,14.7,54.0
2019-12-20,Bengaluru City (IMD 43295),0.0,24.7,13.9,50.0
2019-12-21,Bengaluru City (IMD 43295),0.0,26.4,16.0,50.0
2019-12-22,Bengaluru City (IMD 43295),0.0,24.7,15.3,52.0
2019-12-23,Bengaluru City (IMD 43295),0.0,22.2,11.6,50.0
2019-12-24,Bengaluru City (IMD 43295),0.0,23.0,12.8,48.0
2019-12-25,Bengaluru City (IMD 43295),0.0,23.5,13.2,53.0
2019-12-26,Bengaluru City (IMD 43295),0.0,24.1,12.9,57.0
2019-12-27,Bengaluru City (IMD 43295),0.0,25.0,14.1,56.0
2019-12-28,Bengaluru City (IMD 43295),0.0,26.0,16.0,57.0
2019-12-29,Bengaluru City (IMD 43295),0.0,23.7,13.7,53.0
2019-12-30,Bengaluru City (IMD 43295),0.0,23.9,13.6,60.0
2019-12-31,Bengaluru City (IMD 43295),0.0,25.7,14.7,52.0
2020-01-01,Bengaluru City (IMD 43295),0.0,24.6,13.3,54.0
2020-01-02,Bengaluru City (IMD 43295),0.0,24.3,14.1,48.0
2020-01-03,Bengaluru City (IMD 43295),0.0,23.3,12.1,54.0
2020-01-04,Bengaluru City (IMD 43295),0.0,24.1,12.0,53.0
